time,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0.0, -0.1000586, 0.02862732, 0.9976443, -0.1474634, -0.119, 0.1826341, 22.2
0.039953, -0.09810547, 0.0288678, 0.9937763, 0.03546345, 0.1858781, -0.09175611, 22.2
0.079938, -0.1010352, 0.03083252, 0.9969145, 0.1879025, -0.05802441, 0.03019512, 21.35294
0.11994, -0.1071387, 0.03620056, 0.9953846, -0.08648777, 0.1858781, 0.1216585, 21.4
0.159935, -0.09566406, 0.03426697, 0.9912253, -0.1169757, 0.06392682, 0.06068292, 21.30588
0.199937, -0.1046973, 0.02351807, 0.998888, 0.03546345, 0.06392682, 0.06068292, 22.2
0.239943, -0.1029883, 0.03450134, 0.9922248, -0.08648777, 0.1249025, 0.1521463, 21.4
0.279939, -0.1034766, 0.03230347, 0.9864024, 0.06595123, 0.1858781, -0.06126827, 21.35294
0.319936, -0.1032324, 0.03350769, 0.9944756, -0.05599999, 0.03343904, 0.2436098, 22.2
0.359939, -0.1049414, 0.0281488, 0.9913299, -0.08648777, -0.05802441, -0.0002926588, 21.4
0.399973, -0.1039648, 0.02741455, 0.9991245, 0.004975557, 0.03343904, 0.2131219, 22.2
0.439951, -0.09957031, 0.02693237, 0.993246, -0.05599999, -0.1494877, -0.2137073, 21.49412
0.479937, -0.1088477, 0.02936401, 0.9971089, -0.1474634, 0.002951264, -0.0002926588, 22.2
0.5199409, -0.1032324, 0.03303528, 0.991602, -0.05599999, 0.1553903, 0.2131219, 22.2
0.559939, -0.09981445, 0.03204529, 0.9925263, 0.004975557, -0.1494877, 0.03019512, 22.2
0.599937, -0.104209, 0.02862427, 0.9930248, 0.004975557, 0.06392682, 0.2131219, 21.4
0.639938, -0.100791, 0.03205261, 0.9890778, -0.1474634, 0.06392682, 0.06068292, 21.4
0.679932, -0.1034766, 0.02789368, 1.001286, 0.06595123, -0.1799756, 0.09117073, 22.2
0.719938, -0.1054297, 0.03644775, 0.9839916, -0.1169757, 0.1553903, 0.1826341, 21.4
0.759938, -0.1054297, 0.02594055, 0.9991015, -0.08648777, 0.2163659, -0.09175611, 21.30588
0.799975, -0.1015234, 0.03032959, 0.9888412, 0.2183902, 0.09441471, -0.03078049, 21.4
0.83995, -0.1051855, 0.03767334, 0.9913426, -0.2389269, 0.06392682, 0.1216585, 22.2
0.879939, -0.100791, 0.03058838, 0.996416, -0.05599999, 0.002951264, -0.0002926588, 22.2
0.919942, -0.1015234, 0.03181885, 1.005702, -0.1169757, -0.08851218, 0.2436098, 22.2
0.959939, -0.1020117, 0.03278687, 0.9910309, -0.2694147, -0.05802441, 0.1521463, 21.49412
0.99994, -0.1027441, 0.03034485, 0.9917621, 0.004975557, 0.1553903, 0.1521463, 21.49412
1.039939, -0.1034766, 0.02740784, 0.9915459, -0.1474634, -0.05802441, -0.1222439, 22.2
1.079934, -0.1049414, 0.03156189, 0.9956924, 0.004975557, -0.05802441, 0.1216585, 22.2
1.119937, -0.1046973, 0.03399902, 0.9973683, -0.1474634, 0.1249025, 0.1521463, 22.2
1.159939, -0.1049414, 0.0293634, 1.002745, -0.1169757, 0.06392682, -0.2137073, 22.2
1.199967, -0.1061621, 0.02839111, 0.9971434, 0.004975557, 0.002951264, 0.1216585, 22.2
1.239944, -0.1022559, 0.03059265, 0.9939938, -0.05599999, 0.1249025, 0.1826341, 21.49412
1.279939, -0.09957031, 0.02327026, 0.9964148, 0.004975557, 0.06392682, -0.06126827, 21.54118
1.319938, -0.1064062, 0.02840027, 0.9864126, 0.06595123, -0.02753651, -0.09175611, 21.4
1.359938, -0.104209, 0.0279126, 0.9825166, -0.02551222, -0.3324146, -0.03078049, 22.2
1.399942, -0.107627, 0.03472839, 0.9932167, 0.004975557, 0.002951264, 0.1216585, 21.4
1.439939, -0.1090918, 0.03033508, 0.9988409, 0.3403414, 0.09441471, -0.1222439, 21.4
1.479941, -0.1037207, 0.03132263, 0.9905834, 0.03546345, -0.05802441, -0.09175611, 21.4
1.519938, -0.1071387, 0.02984924, 0.9876856, 0.096439, 0.1553903, 0.03019512, 22.2
1.559938, -0.1034766, 0.03425659, 0.9981059, 0.004975557, -0.05802441, 0.06068292, 21.35294
1.59997, -0.1088477, 0.03010498, 0.9864458, 0.03546345, 0.1249025, 0.1521463, 21.49412
1.639948, -0.1056738, 0.03083191, 0.9888094, 0.03546345, -0.119, 0.03019512, 21.35294
1.679942, -0.1025, 0.03179504, 1.000088, 0.03546345, 0.1249025, 0.03019512, 21.4
1.719942, -0.1064062, 0.03132324, 0.9903252, -0.05599999, 0.09441471, 0.2131219, 21.4
1.759939, -0.104209, 0.03450378, 0.9879195, -0.1779512, -0.119, 0.1521463, 21.49412
1.799942, -0.1051855, 0.02815552, 0.9937623, -0.05599999, 0.09441471, -0.09175611, 21.58823
1.839931, -0.1012793, 0.02741943, 0.9961554, -0.02551222, 0.002951264, 0.1826341, 22.2
1.879934, -0.1083594, 0.02815491, 0.9979038, -0.1169757, 0.002951264, 0.06068292, 21.54118
1.919936, -0.1078711, 0.02888184, 0.999333, -0.05599999, 0.06392682, 0.1216585, 22.2
1.959938, -0.1073828, 0.03083862, 0.9900722, -0.05599999, 0.1249025, -0.03078049, 22.2
1.999974, -0.1051855, 0.03083313, 0.9869328, 0.03546345, 0.1858781, -0.0002926588, 22.2
2.039948, -0.1034766, 0.03009704, 0.9939606, 0.004975557, 0.1249025, 0.06068292, 21.49412
2.079937, -0.1034766, 0.02717773, 0.9973938, 0.004975557, -0.02753651, -0.0002926588, 21.4
2.119935, -0.09932617, 0.0261792, 0.989341, -0.1779512, -0.08851218, 0.09117073, 21.4
2.159939, -0.104209, 0.02912232, 0.9954458, -0.02551222, 0.2468537, 0.06068292, 21.35294
2.199934, -0.1078711, 0.02961609, 0.9920507, -0.05599999, 0.06392682, 0.1826341, 22.2
2.239939, -0.1027441, 0.03351013, 1.002047, -0.02551222, 0.06392682, 0.03019512, 21.49412
2.279939, -0.1071387, 0.02399048, 0.9976278, -0.08648777, 0.09441471, -0.06126827, 21.49412
2.319937, -0.1066504, 0.02326904, 0.9946994, 0.06595123, 0.1553903, -0.0002926588, 21.4
2.359936, -0.1015234, 0.03156616, 0.9900135, -0.02551222, -0.02753651, 0.06068292, 22.2
2.399975, -0.1037207, 0.02889221, 1.003248, 0.004975557, -0.271439, -0.1832195, 21.4
2.439949, -0.1005469, 0.03108276, 0.9942391, 0.1269268, 0.1249025, 0.09117073, 21.35294
2.479937, -0.1064062, 0.03400269, 0.9968916, 0.06595123, -0.02753651, 0.03019512, 22.2
