time,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0.0, -0.01782227, 0.01196289, 0.8166504, -1.251908, -1.068702, -0.3740458, 20.08235
0.009464999, -0.02294922, 0.01635742, 0.8320313, -1.152672, -1.167939, -0.4961832, 20.08235
0.018745, -0.01293945, 0.01513672, 0.8208008, -1.381679, -1.259542, -0.5877862, 20.17647
0.027984, -0.01586914, 0.007324219, 0.8217773, -1.030534, -1.076336, -0.6717557, 20.17647
0.037225, -0.01611328, 0.01220703, 0.8259277, -1.236641, -1.061069, -0.3969466, 20.27059
0.046473, -0.01806641, 0.01196289, 0.8166504, -1.007634, -1.091603, -0.4885496, 20.12941
0.055787, -0.02001953, 0.01000977, 0.8149414, -1.160305, -1.091603, -0.3740458, 20.22353
0.064994, -0.02050781, 0.01171875, 0.8225098, -1.29771, -1.129771, -0.610687, 20.17647
0.074193, -0.01464844, 0.01367188, 0.8137207, -1.068702, -0.9465649, -0.6870229, 20.17647
0.083466, -0.01806641, 0.01098633, 0.814209, -1.267176, -1.030534, -0.6793893, 20.22353
0.0991, -0.01464844, 0.01342773, 0.8215332, -1.099237, -1.160305, -0.5572519, 20.12941
0.108538, -0.01074219, 0.01293945, 0.8181152, -1.145038, -0.9923664, -0.5877862, 20.17647
0.117806, -0.01538086, 0.009521484, 0.8190918, -1.198473, -1.320611, -0.6030535, 20.17647
0.127076, -0.02368164, 0.01074219, 0.8156738, -1.137405, -0.9083969, -0.5877862, 20.08235
0.136371, -0.01855469, 0.01000977, 0.8193359, -1.137405, -0.9694656, -0.4961832, 20.12941
0.14565, -0.01586914, 0.009277344, 0.8164063, -1.290076, -1.244275, -0.5114504, 20.17647
0.154835, -0.02050781, 0.01318359, 0.8205566, -1.10687, -1.145038, -0.5114504, 20.27059
0.164051, -0.01831055, 0.01269531, 0.8198242, -1.145038, -1.152672, -0.6412213, 20.17647
0.173306, -0.01757813, 0.0168457, 0.8127441, -1.007634, -1.083969, -0.5648855, 20.17647
0.182575, -0.01489258, 0.0078125, 0.8129883, -1.007634, -0.9236641, -0.6183206, 20.12941
0.197825, -0.02563477, 0.01464844, 0.8195801, -1.137405, -1.183206, -0.6641222, 20.17647
