Time (s),acc_x,acc_y,acc_z,gx,gy,gz (deg/s)
50.96819353,-0.01667843,0.06367383,0.957216,-6.922697,-0.2770894,-57.11387
50.97827292,0.004650079,0.04889281,0.9819272,-4.459568,6.653816,-57.05284
50.9883523,0.01394205,0.02590152,1.006111,-4.459568,14.54071,-54.55063
50.99843121,0.0208164,-0.008258346,1.018064,-3.351159,17.05017,-51.92636
51.00851059,0.03150458,-0.03669129,1.01983,-3.474315,13.10673,-44.84694
51.01858997,0.01839523,-0.01749491,1.006331,-3.966941,5.757578,-39.35428
51.02866888,0.02502941,0.003594247,0.9845564,-2.427485,-1.173327,-34.77707
51.03874826,0.0277842,0.01445127,0.9461775,-0.1490902,-6.730001,-30.68809
51.04882765,0.0214282,0.04383995,0.9424679,1.636679,-11.45019,-27.75867
51.05890751,0.02676145,0.04148064,0.9502353,1.821414,-10.79295,-25.56161
51.06898642,0.01707543,0.07435954,0.9655274,1.636679,-7.088496,-24.89029
51.0790658,0.02689026,0.05194084,1.004313,0.7745835,-0.456337,-26.66014
51.08914518,0.02218988,0.03280312,1.029505,-0.7032943,5.219836,-28.00279
51.09922409,0.03144186,0.01554486,1.044964,-3.782207,7.669552,-26.11088
51.10930347,0.03674567,0.01263731,1.042023,-3.966941,6.594067,-26.04985
