time,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1.719933,0.038125,0.02917542,0.9910373,0.5232683,1.588317,-12.04298
1.739935,0.02884766,0.01183105,0.9917723,0.2183902,2.015146,-8.049074
1.759936,-0.01753906,-0.0169281,0.9895775,0.1879025,-0.3324146,-13.84176
1.779935,-0.01875976,0.0208606,0.9949257,0.248878,-0.2409512,-17.7442
1.804622,0.02811524,0.03445862,0.9999991,-0.08648777,0.1553903,-10.18322
1.819947,0.03397461,0.05128784,0.9922465,-0.05599999,-0.08851218,-3.232
1.839938,0.02420898,0.02327148,1.005957,-0.1474634,3.722464,0.6399512
1.859932,0.01395508,0.01206726,1.000051,0.2793658,10.3688,3.536293
1.879929,-0.004599608,0.01035645,1.007327,0.248878,6.588317,3.231415
1.899933,-0.004111327,0.0179248,1.010018,0.06595123,5.673683,2.621659
1.919936,-0.01680664,0.01913941,1.00396,0.2793658,4.728561,1.646049
1.939935,-0.00533203,0.01547791,1.014168,0.1879025,4.820024,1.127756
1.959935,-0.008505858,0.01525452,0.9928075,0.1574147,2.777341,0.8838537
1.979929,-0.008749999,0.01305176,0.9935169,0.096439,1.740756,1.707024
2.004821,-0.001914062,0.02085632,0.9973862,0.03546345,2.533439,4.877756
2.019946,-0.009726562,0.02303223,1.002952,-0.208439,3.35661,6.036293
2.03994,-0.02217773,0.01427246,0.9905452,0.1879025,3.874903,4.146049
2.05993,-0.02461914,0.01598389,1.009076,0.1574147,2.381,1.585073
2.079929,-0.01900391,0.00621643,0.9978566,0.06595123,0.8870975,0.4570244
2.099939,-0.01485351,0.01305603,0.9996013,0.1269268,0.002951264,0.4570244
2.119929,-0.007285155,0.015,1.000808,0.03546345,-0.2409512,0.8838537
2.139931,-0.01290039,0.0140094,1.003696,-0.08648777,-0.3933902,1.127756
2.159933,-0.01753906,0.0147522,1.000997,0.06595123,0.002951264,0.7009268
2.179936,-0.02022461,0.01622498,0.9990685,0.03546345,0.6431952,0.3960488
2.204966,-0.01436523,0.01062195,1.002534,0.3403414,3.051732,-0.1832195
2.219949,-0.01583008,0.008666992,0.9976265,0.3098537,1.862707,-0.1527317
2.239935,-0.01949219,0.01549744,0.9956531,0.2793658,0.8870975,0.2436098
2.259934,-0.01460937,0.013526,0.9980817,0.03546345,-0.05802441,0.8533659
2.279932,-0.01900391,0.01597656,1.006843,0.096439,-0.3019269,0.8228781
2.299935,-0.0165625,0.01500305,0.9949945,-0.08648777,-0.3629024,0.09117073
2.319925,-0.01558594,0.01744751,1.000055,-0.1169757,0.06392682,-0.3051707
2.339932,-0.01387695,0.009159545,0.9992922,-0.02551222,-0.02753651,-0.1527317
2.359939,-0.01143555,0.01109741,1.003438,0.03546345,0.002951264,-0.3356586
2.379935,-0.01290039,0.01914001,0.9988383,-0.08648777,-0.02753651,-0.000292659
2.405141,-0.01973633,0.01768494,0.9983997,0.1574147,0.2163659,0.1216585
2.419946,-0.01460937,0.01548584,1.002956,0.096439,0.002951264,-0.274683
2.439939,-0.01583008,0.008656005,1.000786,-0.02551222,-0.1494877,-0.3966341
2.459935,-0.01583008,0.01157715,0.9966181,-0.1474634,-0.3324146,-0.3661463
2.479933,-0.01827148,0.01329101,0.988564,0.06595123,-0.02753651,-0.1832195
2.499933,-0.00899414,0.005731201,0.9988727,0.096439,0.6736829,0.1521463
2.51993,-0.01167969,0.01793091,0.9968686,-0.02551222,0.3688049,-0.000292659
2.539931,-0.01729492,0.02232849,0.9966207,0.096439,0.4297805,-0.1222439
2.559935,-0.01875976,0.01060242,1.006881,-0.02551222,0.7651464,-0.1832195
2.579935,-0.0153418,0.01697144,1.007112,0.096439,0.3383171,-0.4271219
2.605388,-0.024375,0.01916809,1.005103,0.248878,-0.4543658,-0.3356586
2.619946,-0.02046875,0.01767944,0.9924805,0.1879025,-0.4238781,-0.1222439
2.639935,-0.02266602,0.01914551,0.997858,0.1574147,-0.08851218,0.03019512
2.659933,-0.01094726,0.01671814,1.003012,0.1269268,-0.4848536,-0.1222439
2.679935,-0.01631836,0.01645874,0.9856726,0.1879025,-0.1494877,0.06068292
2.699933,-0.02046875,0.01792908,1.004234,0.004975557,-0.2409512,-0.1832195
2.719931,-0.01363281,0.01768005,1.00346,0.1269268,-0.3629024,-0.03078049
2.73993,-0.01680664,0.01084412,0.9993393,0.2793658,0.1858781,-0.1527317
2.759934,-0.02095703,0.01621948,0.9975921,0.096439,-0.3324146,-0.000292659
2.779941,-0.01192383,0.01109985,0.9983577,0.2183902,-0.08851218,-0.1832195
2.80559,-0.01753906,0.01354309,0.9956759,0.2793658,0.3688049,-0.1527317
2.81995,-0.01607422,0.0110968,0.998336,-0.08648777,0.6736829,0.06068292
2.839941,-0.0153418,0.01669617,0.9961655,0.2183902,1.100512,0.2740976
2.859938,-0.01485351,0.01645508,1.001028,0.004975557,0.6431952,-0.000292659
2.879935,-0.00508789,0.02792236,0.9887801,-0.08648777,0.1858781,-0.09175611
2.899936,-0.01509766,0.01279724,1.00028,-0.02551222,-0.3019269,-0.2137073
2.919933,-0.01827148,0.010849,1.005871,0.06595123,-0.2104634,-0.09175611
2.939927,-0.02168945,0.01571655,0.9915358,0.004975557,-0.119,-0.274683
2.959929,-0.01973633,0.01842529,1.002743,0.004975557,-0.2104634,-0.06126827
2.979934,-0.0231543,0.01012634,0.9940052,0.03546345,-0.5458293,-0.06126827
3.005781,-0.01338867,0.01328674,0.9986133,-0.02551222,-0.1799756,-0.09175611
3.019948,-0.007773437,0.01547913,0.9993304,0.1574147,0.1249025,-0.000292659
3.039933,-0.01705078,0.01475891,0.9980701,-0.05599999,0.09441471,-0.1222439
3.059933,-0.01583008,0.0152356,1.000076,0.3098537,0.3992927,0.09117073
3.079931,-0.01485351,0.01425354,1.003973,-0.1169757,1.070024,0.3045854
3.099933,-0.02291016,0.02061401,0.9976048,-0.08648777,1.618805,2.011902
3.119928,-0.00508789,0.02425842,1.000772,-0.2389269,3.265146,9.481415
3.139937,0.005654298,0.02573059,1.004465,-0.208439,4.149293,19.35946
3.159935,0.01249024,0.02059082,1.010739,-0.5438049,2.259049,29.11556
3.179936,0.02567383,0.02131531,0.9958793,-0.9096586,2.65539,42.74362
3.205885,0.01419922,0.0145105,1.009827,-1.062098,0.6431952,48.90215
3.219954,-0.01167969,0.02158875,1.001313,-1.519415,-0.2409512,50.0302
3.239936,-0.02242188,-0.006913452,0.9993419,-1.245024,0.2773415,49.38995
3.259935,0.03446289,0.02060242,1.000321,-1.397464,0.826122,58.20093
3.279932,0.007119142,0.01348022,1.010512,-1.824293,0.9175854,66.92044
3.299937,-0.01485351,0.04744506,0.9975946,-1.732829,1.070024,69.54239
3.319933,0.01712891,0.04468018,0.9926481,-2.00722,1.131,70.42654
3.339931,0.02713867,0.02870667,1.010127,-1.946244,2.838317,77.59117
3.359937,0.03153321,0.00569458,1.002961,-2.525512,3.35661,82.74361
3.379931,0.08353516,0.03986084,1.028924,-2.677951,2.899293,99.42044
3.406005,0.00272461,0.09725037,0.9986209,-3.013317,2.960268,103.3229
3.419948,-0.05074219,0.03493225,0.9922108,-2.921854,1.374902,104.9082
3.439936,-0.1090918,0.108009,0.9997664,-2.799902,1.771244,99.66434
3.459931,0.009072267,0.008330688,0.995138,-2.860878,2.990756,107.2558
3.479935,0.03153321,0.008297729,1.007221,-3.623073,3.996854,129.6339
3.49993,0.0225,0.03847046,0.9929063,-3.897464,3.722464,146.707
3.519934,-0.009726562,0.1584717,0.9758381,-3.958439,2.441976,141.707
3.539934,-0.04488281,0.01114319,0.998756,-3.226732,1.496854,123.2009
3.559931,-0.01753906,-0.09100952,0.9969693,-3.10478,2.716366,116.1887
3.579934,0.003945313,-0.003568115,1.008014,-2.921854,2.472464,121.646
3.606249,-0.08956055,0.0164679,0.9967404,-3.501122,5.734659,137.4082
3.620175,0.03543946,0.000974121,1.002481,-4.202342,5.460268,151.7985
3.639942,-0.04854492,0.02246521,0.9987465,-4.202342,4.240756,143.3229
3.65994,-0.09664063,0.02091919,0.9637177,-3.897464,2.65539,122.0119
3.679933,-0.01900391,0.01809631,1.001692,-3.379171,7.015147,105.1521
3.699933,0.01883789,0.02871765,1.019187,-3.318195,8.08222,101.89
3.719939,-0.03951172,0.04556641,1.010551,-3.562098,4.728561,97.98751
3.739935,-0.03829101,0.02321228,0.9925824,-3.836488,1.771244,114.6034
3.759939,0.07181641,0.1128796,1.005462,-4.507219,1.740756,122.1034
3.779932,-0.0321875,0.05290039,0.988381,-4.202342,-0.2104634,114.329
3.806419,-0.09395508,-0.007476807,0.9940077,-3.348683,2.441976,92.62166
3.820438,-0.00899414,0.009093018,1.006174,-3.440146,3.935878,93.53629
3.839944,0.1216211,0.07570129,1.019489,-3.196244,2.685878,98.17044
3.859935,0.08133789,0.13,0.9694056,-3.745024,2.441976,101.4021
3.879933,-0.03145508,-0.01532837,0.9811345,-3.318195,1.374902,99.23751
3.899931,-0.03414062,-0.07677734,1.009359,-2.586488,1.40539,89.32898
3.919933,-0.04488281,0.04812439,1.010267,-3.165756,1.191976,85.518
3.939935,0.01224609,-0.01121033,0.9853303,-2.647464,1.161488,77.10336
3.959933,-0.00142578,0.01397034,1.005392,-2.83039,0.978561,80.79239
3.979933,-0.001914062,0.02318359,1.014507,-2.982829,1.070024,86.37166
4.006512,-0.01485351,0.09124817,1.015098,-2.769415,0.4297805,94.66434
4.020425,-0.1925879,0.02918823,1.034154,-2.647464,1.283439,80.94483
4.039934,-0.05708984,-0.03771973,1.003944,-1.824293,2.320024,65.12166
4.059932,0.03299805,0.03640381,0.9891134,-1.915756,1.496854,59.29849
4.079935,-0.04268555,-0.03387268,1.004745,-1.397464,0.4297805,44.93874
4.099931,-0.05342773,-0.06542969,1.00391,-0.9401464,0.6736829,29.66434
4.119933,-0.05220703,-0.001335449,0.9932549,-0.5133171,0.09441471,16.49361
4.139934,-0.05953125,0.01234131,1.006657,-0.1169757,-0.6372926,6.768
4.159933,-0.03877929,0.019151,1.009068,0.03546345,0.978561,2.225317
4.179933,-0.01680664,0.01622437,1.001778,0.03546345,2.076122,1.249707
4.20667,-0.02535156,0.0242688,1.00419,-0.1169757,1.466366,0.3350732
4.220637,-0.01827148,0.0201239,0.9959558,-0.1779512,0.8566098,0.1521463
4.239937,-0.01998047,0.01694458,1.002981,-0.05599999,0.03343904,-0.4271219
4.259931,-0.02095703,0.01452392,1.001734,0.096439,-0.02753651,-1.829561
4.279931,-0.02876953,0.01718689,0.9971548,-0.05599999,-0.4238781,-2.195415
4.299931,-0.02144531,0.01866394,0.9971484,0.1879025,-0.728756,-1.067366
4.319933,-0.00923828,0.01475098,0.9969157,-0.02551222,0.06392682,-0.3966341
4.339931,-0.007529296,0.01937805,0.9966334,0.004975557,0.8566098,-0.09175611
4.359932,-0.01900391,0.01718506,1.006403,0.096439,0.5822196,-0.2441951
4.37993,-0.01998047,0.02060181,1.009064,0.248878,-0.6982683,-0.7624878
4.406884,-0.02266602,0.01572205,0.9981033,0.248878,-2.009244,-0.8539513
4.420914,-0.01216797,0.01818176,0.9963383,0.096439,-1.582415,-0.579561
4.439937,-0.01143555,0.01889527,0.9993483,-0.02551222,0.09441471,0.03019512
4.459932,-0.01192383,0.02207153,1.006182,0.004975557,0.9175854,0.1216585
4.479932,-0.01338867,0.02254761,0.9944833,0.1574147,0.9175854,-0.03078049
4.499931,-0.01436523,0.02084534,1.002967,-0.1169757,0.2163659,-0.274683
4.519929,-0.02876953,0.01815796,0.9937534,0.096439,-0.3629024,-0.2441951
4.539928,-0.01924805,0.01720093,1.000081,-0.08648777,-0.9421706,-0.2441951
4.559931,-0.01216797,0.0225708,0.9956772,0.06595123,-0.7592439,-0.06126827
4.579937,-0.01387695,0.02158203,1.00323,-0.02551222,0.03343904,-0.1832195
4.607038,-0.01045898,0.01962402,1.000507,-0.2694147,0.4297805,-0.03078049
4.620981,-0.01436523,0.01889282,0.9964007,-0.1169757,0.521244,0.1521463
4.639942,-0.02388672,0.02280639,1.001964,0.03546345,0.2773415,-0.06126827
4.659932,-0.02095703,0.02010986,1.0042,-0.02551222,0.1553903,-0.000292659
4.679932,-0.01729492,0.01573181,1.004676,0.004975557,0.002951264,-0.3051707
4.699936,-0.01460937,0.02035889,0.9995898,-0.1169757,-0.3933902,-0.1832195
4.71993,-0.01314453,0.01183289,1.001467,0.06595123,-0.6982683,-0.1527317
4.739935,-0.01436523,0.01864746,1.001769,0.06595123,-0.1494877,-0.06126827
4.759926,-0.01363281,0.01889282,0.9976062,0.096439,0.1249025,-0.2137073
4.779934,-0.01875976,0.01207336,1.005669,0.1879025,0.3078293,-0.1832195
4.807156,-0.01875976,0.01865479,1.005946,0.096439,0.4907561,-0.000292659
4.821176,-0.01680664,0.02084351,1.001983,-0.08648777,0.002951264,-0.000292659
4.839941,-0.01753906,0.0215741,1.000779,0.096439,-0.2409512,-0.1832195
4.859941,-0.02144531,0.01671265,1.001019,0.06595123,-0.271439,-0.1527317
4.879933,-0.01314453,0.01548157,1.003214,0.1269268,-0.3019269,-0.274683
4.899928,-0.02217773,0.01427368,1.001004,0.06595123,-0.4848536,-0.000292659
4.919933,-0.01924805,0.01011719,1.000993,0.096439,-0.2409512,-0.1222439
4.939935,-0.00923828,0.0152356,0.996149,0.06595123,-0.02753651,-0.2137073
4.959935,-0.0153418,0.01864929,1.000785,-0.02551222,0.3383171,-0.03078049
4.979935,-0.01949219,0.01985901,1.00956,0.004975557,0.4907561,-0.03078049
5.00733,-0.01998047,0.01767395,1.00103,-0.02551222,0.1858781,-0.000292659
5.021325,-0.02193359,0.01596985,0.9961592,0.03546345,-0.05802441,-0.274683
5.039941,-0.01900391,0.01719604,1.00397,-0.02551222,0.06392682,-0.06126827
5.059937,-0.01827148,0.01719482,1.008819,0.03546345,-0.6982683,-0.1222439
5.07994,-0.01338867,0.01915649,1.004438,0.03546345,-0.5153414,-0.03078049
5.099933,-0.02120117,0.01498962,0.9956453,-0.02551222,-0.3629024,-0.2137073
5.119929,-0.02046875,0.0154834,0.9978528,-0.05599999,0.2773415,-0.06126827
5.139929,-0.01729492,0.01743835,0.9983335,-0.05599999,0.3992927,-0.03078049
5.159932,-0.01460937,0.01475159,1.003719,-0.02551222,0.09441471,-0.03078049
5.179936,-0.01314453,0.01451355,1.004175,-0.05599999,-0.2104634,-0.03078049
5.207683,-0.0177832,0.01256042,1.008365,-0.02551222,0.03343904,-0.09175611
5.221628,-0.01973633,0.01816406,0.9959455,0.03546345,-0.02753651,-0.06126827
5.239937,-0.01729492,0.01231506,0.9937152,-0.08648777,0.06392682,0.03019512
5.259932,-0.01949219,0.0162207,0.9959201,-0.08648777,-0.02753651,-0.09175611
5.279939,-0.01851562,0.01769409,1.002732,0.1574147,-0.2104634,-0.2137073
5.299933,-0.01827148,0.01986694,1.003471,-0.2389269,-0.2409512,0.1216585
5.319935,-0.01167969,0.0225415,0.9930593,-0.08648777,-0.1799756,-0.3051707
5.339934,-0.01363281,0.01791565,1.003733,0.096439,-0.119,-0.1832195
5.359935,-0.01363281,0.01620117,1.002774,-0.08648777,0.1553903,0.06068292
5.379937,-0.02144531,0.01694092,1.000752,0.03546345,0.1249025,-0.06126827
5.407801,-0.01216797,0.01743896,1.005894,0.096439,0.002951264,-0.1222439
5.421797,-0.01827148,0.02305237,1.005176,-0.02551222,-0.1799756,0.09117073
5.439937,-0.02388672,0.0210968,1.004635,-0.1779512,-0.2409512,-0.000292659
5.459935,-0.009482421,0.02012024,1.008826,0.06595123,-0.3933902,0.06068292
5.479934,-0.01143555,0.0184082,0.9913005,0.03546345,-0.1799756,0.1216585
5.499933,-0.02022461,0.01865784,1.002461,-0.208439,-0.02753651,-0.000292659
5.519933,-0.01753906,0.02036865,1.001088,0.06595123,-0.08851218,-0.03078049
5.539933,-0.01412109,0.01939881,0.9942047,-0.08648777,0.3688049,-0.2137073
5.559934,-0.01680664,0.01377808,0.9927526,-0.08648777,0.1553903,0.03019512
5.579933,-0.01631836,0.0174292,0.994206,0.004975557,-0.271439,-0.1832195
5.607985,-0.0165625,0.01963684,1.005445,0.096439,-0.2104634,-0.000292659
5.62199,-0.01265625,0.02060669,1.004717,-0.08648777,-0.119,0.03019512
5.639935,-0.02168945,0.0169397,1.003927,-0.05599999,0.1249025,-0.1527317
5.659933,-0.01485351,0.02499817,1.013942,0.06595123,0.1249025,-0.1832195
5.679931,-0.02364258,0.01353516,1.002531,0.004975557,0.2773415,-0.1527317
5.699935,-0.01363281,0.01645935,0.9971204,-0.1779512,0.06392682,0.03019512
5.719933,-0.0165625,0.01694702,1.003467,-0.05599999,-0.05802441,-0.1527317
5.739936,-0.009726562,0.01645325,0.9980549,0.248878,-0.08851218,0.03019512
5.759936,-0.01802734,0.01695679,1.002246,-0.02551222,0.1249025,0.09117073
5.779932,-0.01290039,0.01865479,1.004975,0.1269268,0.2163659,0.03019512
5.808157,-0.0165625,0.01596497,0.9944348,0.096439,0.2468537,0.09117073
5.822168,-0.01583008,0.01817078,0.9990837,-0.08648777,0.03343904,-0.03078049
5.839939,-0.01460937,0.01426331,1.002011,0.096439,-0.1799756,-0.1222439
5.85993,-0.01851562,0.01645508,1.004223,0.1269268,-0.3019269,-0.1832195
5.879938,-0.02022461,0.01939575,1.005444,-0.02551222,-0.08851218,-0.1222439
5.899928,-0.02242188,0.01669678,0.9980587,-0.1474634,-0.02753651,0.06068292
5.91993,-0.01729492,0.01913635,0.9964224,-0.1474634,0.2163659,0.2131219
5.939937,-0.01485351,0.01450989,0.9995682,0.1879025,0.4602683,-0.000292659
5.959931,-0.01827148,0.0171936,1.003722,-0.05599999,0.2163659,-0.06126827
5.979933,-0.0177832,0.01499878,0.9932652,0.06595123,-0.08851218,-0.06126827
6.008284,-0.01753906,0.01475098,0.9988523,-0.05599999,-0.271439,-0.09175611
6.022225,-0.0153418,0.01792725,0.9963752,0.2793658,-0.5458293,-0.09175611
6.039938,-0.01387695,0.02500122,0.9993725,0.1269268,-0.6372926,-0.06126827
6.059935,-0.01143555,0.01476196,0.9973556,-0.3303902,-0.05802441,0.09117073
6.079935,-0.01851562,0.02254333,0.9983437,-0.08648777,0.1858781,-0.06126827
6.099938,-0.01998047,0.01132935,0.9944285,0.004975557,0.4907561,-0.000292659
6.11993,-0.01753906,0.01816772,1.003942,0.1879025,0.2468537,0.09117073
6.139933,-0.01729492,0.0193927,1.003938,0.004975557,-0.1494877,-0.06126827
6.159935,-0.01802734,0.02108521,1.00439,0.03546345,-0.3629024,-0.06126827
6.179935,-0.02266602,0.01742981,0.9981123,0.096439,-0.3629024,-0.1527317
6.208488,-0.01290039,0.01303467,0.9991117,0.096439,0.09441471,0.06068292
6.222432,-0.01998047,0.02354187,0.9988612,-0.08648777,0.09441471,-0.000292659
6.239935,-0.01851562,0.01621582,1.005172,-0.05599999,0.03343904,-0.06126827
6.259934,-0.01558594,0.01451111,1.00201,-0.02551222,-0.05802441,-0.1222439
6.279933,-0.01680664,0.02158203,1.006642,-0.08648777,-0.05802441,-0.09175611
6.29994,-0.01680664,0.01841003,1.006179,-0.1169757,0.2163659,0.06068292
6.319928,-0.01363281,0.01426514,1.000543,-0.02551222,0.1249025,-0.1527317
6.339931,-0.0177832,0.02134338,0.9988574,-0.08648777,-0.119,0.03019512
6.359935,-0.01680664,0.02330078,0.9913005,-0.1169757,0.03343904,-0.09175611
6.379935,-0.01729492,0.02425903,0.9968801,-0.05599999,-0.1799756,-0.09175611
6.408679,-0.01973633,0.01915405,1.000524,-0.08648777,-0.2104634,0.03019512
6.422658,-0.01119141,0.01231323,1.004938,-0.1779512,0.06392682,-0.03078049
6.439944,-0.01338867,0.02500427,1.002015,-0.1779512,0.1249025,-0.000292659
6.459935,-0.01216797,0.02036804,0.9964274,-0.08648777,-0.02753651,-0.000292659
6.479941,-0.01827148,0.02134094,1.000591,-0.1169757,0.2468537,-0.09175611
6.499933,-0.01460937,0.02451172,1.00153,-0.08648777,-0.2104634,-0.1832195
6.519933,-0.02364258,0.01596252,0.99761,-0.02551222,-0.119,-0.274683
6.539933,-0.01827148,0.01865784,1.001762,-0.1474634,-0.2409512,-0.1222439
6.559929,-0.01583008,0.01547546,1.003441,-0.02551222,-0.1494877,0.1521463
6.579933,-0.01680664,0.015979,1.005131,0.03546345,0.03343904,0.1521463
6.608835,-0.01900391,0.01571899,0.9907919,-0.05599999,0.06392682,0.03019512
6.622876,-0.009726562,0.01353333,1.013443,-0.02551222,-0.1799756,-0.03078049
6.63993,-0.01949219,0.01718201,0.99297,-0.02551222,0.3383171,0.06068292
6.659931,-0.01851562,0.01792847,1.012511,-0.08648777,-0.1494877,0.03019512
