Time (s),acc_x,acc_y,acc_z,gx,gy,gz (deg/s)
47.91814982,-0.015748697,0.01686035,1.00314,0.015138227,0.094414688,-0.040943083
47.92814982,-0.01729492,0.019144083,1.003940667,0.03546341,-0.017373945,-0.03078048
47.93814982,-0.018108723,0.020529377,1.005235,-0.035674807,-0.139325179,-0.010455276
47.94814982,-0.01721354,0.021423137,1.006212333,-0.045837397,-0.271439,0.05052033
47.95814982,-0.014934897,0.01987508,1.001587167,-0.025512173,-0.271439,0.06068292
47.96814982,-0.013714194,0.019062093,1.0008625,-0.035674773,-0.20030077,0.06068292
47.97814982,-0.01639974,0.019144897,0.998283167,-0.035674773,-0.098674763,0.030195117
47.98814982,-0.01729492,0.0194751,0.999251233,-0.07632518,0.08425207,-0.081593483
47.99814982,-0.016155597,0.017848513,0.9960151,-0.03567477,0.145227673,-0.07143089
48.00814982,-0.015748697,0.016868697,0.9937211,-0.055999994,0.084252067,-0.122243893
48.01814982,-0.0165625,0.01694804,0.997467867,0.004975596,-0.108837367,-0.05110568
48.02814982,-0.015179037,0.019224243,1.001456,0.004975596,-0.2003008,-0.05110568
48.03814982,-0.0169694,0.019061077,1.004696333,-0.015349587,-0.068186967,-0.04094308
48.04814982,-0.016399737,0.020848187,1.007528667,-0.025512177,0.043601667,-0.101918693
48.05814982,-0.020061847,0.01849101,1.0068,0.004975599,0.1757155,-0.1628943
48.06814982,-0.0173763,0.018330893,1.004531133,-0.035674804,0.155390273,-0.101918693
48.07814982,-0.017945963,0.015647177,1.001039467,-0.076325211,0.094414637,-0.091756093
48.08814982,-0.013307291,0.016619873,0.999547433,0.004975603,-0.02753659,-0.030780487
48.09814982,-0.014772134,0.016785687,1.001255967,0.055788597,-0.007211363,-0.010455283
48.10814982,-0.013551431,0.017354943,1.001758633,0.116764193,0.084252073,0.050520323
48.11814982,-0.015830077,0.017192183,1.000551933,0.065951193,0.1960407,0.070845527
48.12814982,-0.015097657,0.017596847,0.999497833,0.04562601,0.16555288,0.03019512
48.13814982,-0.015667317,0.01613302,0.998509833,0.03546341,0.033439047,-0.020617887
48.14814982,-0.016318357,0.01629639,1.001772567,0.04562601,-0.14948782,-0.112081297
48.15814982,-0.0177832,0.016704713,1.003892667,0.065951193,-0.190138227,-0.1425691
48.16814982,-0.02038737,0.01751587,1.002575233,-0.015349607,-0.139325197,-0.081593493
48.17814982,-0.01998047,0.018409627,0.999975033,-0.106813007,0.03343907,0.050520307
48.18814982,-0.018190103,0.016781007,0.998016433,-0.035674767,0.216365897,0.09117072
48.19814982,-0.016806637,0.016946613,0.9999042,-0.005186963,0.2976667,0.050520324
48.20814982,-0.016969397,0.015567423,0.9988518,0.065951247,0.196040673,-0.040943066
48.21814982,-0.01786458,0.015647787,0.998613167,-0.015349583,-0.04786176,-0.071430883
48.22814982,-0.01688802,0.015892337,0.996164233,0.096439013,-0.301926827,-0.081593497
48.23814982,-0.015585937,0.019226483,0.9982,0.116764203,-0.484853633,-0.081593497
48.24814982,-0.013551433,0.019230143,0.9977011,0.0253008,-0.413715437,-0.020617883
48.25814982,-0.014609373,0.020768837,0.998357267,-0.09665039,-0.16981297,-0.01045527
48.26814982,-0.01664388,0.016211547,0.996709267,-0.137300804,0.206203263,0.009869934
48.27814982,-0.018678383,0.0173468,0.998904733,0.035463429,0.3078293,0.009869934
48.28814982,-0.018271483,0.01629659,1.0007695,0.065951205,0.1960407,0.009869934
48.29814982,-0.01762044,0.019548543,1.00409,0.076113836,-0.088512133,-0.01045527
48.30814982,-0.019329427,0.019302573,1.002146767,0.045626002,-0.291764167,-0.09175608
48.31814982,-0.017864583,0.01718323,1.000538,0.076113817,-0.210463363,-0.051105683
48.32814982,-0.018515627,0.018002117,0.998695067,0.03546341,-0.058024327,-0.03078048
48.33814982,-0.01713216,0.017597453,1.0010483,-0.015349587,0.074089487,-0.00029267
48.34814982,-0.018027343,0.0180896,1.0020144,-0.055999993,0.023276447,-0.061268276
48.35814982,-0.0169694,0.01743632,1.004608,-0.055999993,-0.027536593,-0.091756093
48.36814982,-0.01639974,0.018167723,1.004943667,-0.07632523,0.033439027,-0.051105697
48.37814982,-0.015748697,0.018085733,1.004454667,-0.07632523,0.094414663,-0.061268297
48.38814982,-0.016074217,0.018006183,1.0018598,-0.07632523,0.074089467,-0.020617887
48.39814982,-0.016074217,0.019636433,0.9969003,-0.07632523,0.013113847,-0.071430897
48.40814982,-0.01729492,0.02296773,0.995679333,-0.08648782,-0.088512187,-0.0511057
48.41814982,-0.017945963,0.022237953,0.996234867,-0.08648782,-0.118999987,-0.0511057
48.42814982,-0.01607422,0.018575437,1.0007807,-0.106812987,-0.108837393,-0.030780493
48.43814982,-0.014772137,0.01882385,1.002492333,-0.14746339,-0.00721136,-0.000292676
48.44814982,-0.01224935,0.019228513,1.0011268,-0.14746339,0.05376427,-0.010455269
48.45814982,-0.014609373,0.02223775,0.9996778,-0.127138223,0.114739897,-0.030780476
48.46814982,-0.015016273,0.022073567,0.999516133,-0.096650413,0.002951263,-0.09175609
48.47814982,-0.018841143,0.02060506,0.999910333,-0.07632523,-0.027536567,-0.183219537
48.48814982,-0.018841143,0.019710693,1.000300667,-0.086487797,-0.1901382,-0.193382133
48.49814982,-0.019248047,0.016698607,1.000937667,-0.066162613,-0.169812967,-0.081593533
48.50814982,-0.0169694,0.0167041,1.003444667,-0.04583739,-0.118999953,0.0606829
48.51814982,-0.017213543,0.015724483,0.999787967,-0.015349587,-0.017373947,0.111495907
48.52814982,-0.015179037,0.015077107,1.003121967,-0.015349587,-0.02753658,0.05052031
48.53814982,-0.016074221,0.01547811,0.9990683,-0.03567481,0.07408944,0.020032517
48.54814982,-0.015911457,0.016214603,1.006308,-0.045837403,0.002951267,0.020032517
48.55814982,-0.0165625,0.016941123,1.0034,-0.055999993,0.043601663,-0.020617887
48.56814982,-0.016236977,0.016944987,1.004391,-0.025512177,-0.058024357,0.05052034
48.57814982,-0.01664388,0.016212767,0.997963833,-0.045837387,0.033439043,0.06068294
48.58814982,-0.019654947,0.01857747,0.994963067,-0.05599998,0.023276453,0.131821147
48.59814982,-0.017783203,0.01792887,0.997393067,-0.076325204,-0.007211363,-0.010455287
48.60814982,-0.0165625,0.019715573,0.999268633,-0.116975638,-0.07834959,-0.03078048
48.61814982,-0.014690757,0.019061483,1.001854067,-0.116975638,0.013113837,-0.08159349
48.62814982,-0.01623698,0.021251427,1.001460733,-0.096650413,0.043601653,-0.05110568
48.63814982,-0.01688802,0.021011967,1.002823333,-0.05599998,0.104577283,-0.101918693
48.64814982,-0.01705078,0.018167117,1.002497,-0.045837387,0.063926857,-0.101918693
48.65814982,-0.0169694,0.016782633,1.004507333,-0.076325203,0.07408945,-0.071430897
48.66814982,-0.014853517,0.01589111,1.002322833,-0.015349587,-0.017373987,-0.061268297
48.67814982,-0.01599284,0.015891313,1.002224167,-0.04583739,-0.08851216,-0.112081293
48.68814982,-0.01583008,0.01597473,0.999293567,-0.025512167,-0.149487767,-0.09175609
48.69814982,-0.017783203,0.015885417,1.002145733,-0.096650383,-0.149487767,-0.061268287
48.70814982,-0.014039712,0.019468793,1.002241067,-0.05599999,-0.058024367,0.04035772
48.71814982,-0.014283852,0.01914734,1.005417333,-0.076325213,0.084252067,-0.01045528
